Respondent_ID,Gender,Age_Group,Experience_Years,Employment_Sector,Current_Monthly_Salary,Salary_Adequacy,Salary_Adequacy_score,Income_Expenditure,Debt_Status,Food & Groceries,Food_score_Num,Transport_Score,Transportataion_score_Num,Healthcare_score,Healthcare_score_Num,Savings_Behaviour,Coping_Strategy
459,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
460,Female,46 and above,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
461,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
462,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
463,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Moderately Affected,3,Slightly Affected,2,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Drawing down on existing savings or investments
464,Male,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
465,Male,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
466,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
467,Male,46 and above,3 years and above,Private sector,"Below #50,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Severely Affected,4,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
468,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Borrowing money or taking loans
469,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
470,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Moderately Affected,3,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
471,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
472,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Moderately Affected,3,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
473,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
474,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
475,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
476,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
477,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
478,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
479,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
480,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
481,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
482,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
483,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
484,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
485,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
486,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
487,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
488,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Not Affected at all,0,I save much less than I used to,Cutting back on non-essential spending
489,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
490,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Moderately Affected,3,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
491,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
492,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
493,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
494,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
495,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
496,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers much less than before, I struggle significantly",4,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
497,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,51% - 70%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
498,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Moderately Affected,3,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
499,Male,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Joining a cooperative savings group (Ajo/Esusu)
500,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
501,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
